FSSAI_Chemical_Score,Quality_Score_0_100,Peroxidase_Activity,ENose_Sensor_S02,Formalin_Test,ENose_Sensor_S01,Formaldehyde_ppm,FFA_Linoleic_C18_2_pct,Adulteration_Index,Adulterated
98.13,92.57,1,0.2544,0,0.2722,0.0117,2.9302,0.0,0
100.0,91.28,1,0.2063,0,0.2733,0.0009,1.7699,0.0097,0
99.21,96.81,1,0.2192,0,0.2502,0.0081,2.0117,0.0387,0
98.94,93.2,1,0.2684,0,0.2926,0.002,3.8336,0.0,0
100.0,95.77,1,0.2159,0,0.2594,0.003,2.0905,0.0,0
100.0,95.4,1,0.2086,0,0.2947,0.0123,3.1559,0.0,0
98.93,95.62,1,0.2433,0,0.2802,0.0362,3.1611,0.0,0
100.0,93.65,1,0.2149,0,0.2106,0.0128,2.2619,0.0097,0
100.0,93.49,1,0.2167,0,0.2351,0.0113,3.9155,0.0409,0
97.93,90.96,1,0.2857,0,0.2,0.0318,3.1424,0.0176,0
98.98,89.9,1,0.2094,0,0.2503,0.0282,3.0181,0.0336,0
99.15,90.43,1,0.2168,0,0.2485,0.0254,3.8569,0.0,0
98.32,94.36,1,0.2312,0,0.2751,0.0323,2.7635,0.0041,0
100.0,94.23,1,0.211,0,0.2349,0.0179,1.8181,0.0349,0
100.0,95.33,1,0.2115,0,0.2156,0.0007,3.0782,0.0068,0
99.42,88.35,1,0.2552,0,0.2654,0.0215,1.6051,0.0,0
97.47,97.85,1,0.2797,0,0.2981,0.0183,3.7931,0.0,0
98.23,94.83,1,0.2705,0,0.2949,0.0386,2.3503,0.0076,0
100.0,86.97,1,0.2366,0,0.2372,0.0045,3.5434,0.0,0
97.68,90.95,1,0.2457,0,0.2244,0.0391,3.2687,0.0499,0
98.35,93.08,1,0.2159,0,0.248,0.0356,3.4837,0.0441,0
100.0,91.02,1,0.2711,0,0.2227,0.0167,3.3491,0.0331,0
99.4,87.03,1,0.2913,0,0.2327,0.0314,3.605,0.0,0
98.5,90.16,1,0.2836,0,0.2034,0.0263,3.8461,0.0,0
100.0,100.0,1,0.2647,0,0.2642,0.0106,3.4155,0.0,0
98.68,89.06,1,0.2715,0,0.2099,0.0452,3.5245,0.0,0
100.0,88.26,1,0.2486,0,0.2781,0.0095,3.8535,0.0,0
26.18,60.78,1,0.229,0,0.2464,0.0069,1.6873,0.6883,1
100.0,92.55,1,0.2074,0,0.2722,0.0205,3.7691,0.0,0
97.67,91.05,1,0.2621,0,0.2807,0.0371,3.6846,0.0101,0
100.0,99.29,1,0.2357,0,0.2358,0.0111,1.9502,0.0005,0
100.0,91.93,1,0.2559,0,0.235,0.0433,2.9121,0.0,0
100.0,97.18,1,0.2376,0,0.2633,0.0289,3.0456,0.0108,0
100.0,90.89,1,0.2058,0,0.2185,0.0095,1.7493,0.0,0
100.0,91.96,1,0.2496,0,0.2921,0.0271,3.3664,0.0,0
98.77,95.38,1,0.269,0,0.278,0.0116,1.7278,0.0043,0
100.0,93.52,1,0.2745,0,0.2348,0.0101,2.1181,0.0457,0
97.13,86.24,1,0.2291,0,0.2192,0.0077,3.3139,0.0377,0
100.0,90.04,1,0.2368,0,0.2654,0.0294,3.9424,0.0066,0
100.0,90.92,1,0.2295,0,0.2002,0.0005,1.7255,0.0,0
99.12,93.11,1,0.2034,0,0.2036,0.0476,1.5927,0.0,0
100.0,90.41,1,0.2884,0,0.2273,0.0013,1.7273,0.049,0
100.0,89.88,1,0.2795,0,0.2683,0.0465,2.5328,0.0063,0
99.54,96.81,1,0.284,0,0.25,0.0166,3.7409,0.0052,0
100.0,92.07,1,0.2698,0,0.2369,0.0285,3.233,0.0498,0
49.92,62.96,1,0.232,0,0.2498,0.025,33.7663,0.6052,1
100.0,93.13,1,0.2665,0,0.2194,0.0154,2.848,0.0,0
99.34,93.15,1,0.2502,0,0.2328,0.0156,2.456,0.0,0
100.0,97.64,1,0.2587,0,0.2289,0.0067,3.0082,0.012,0
97.7,98.14,1,0.2965,0,0.2176,0.0169,3.2581,0.0,0
100.0,93.2,1,0.2489,0,0.2401,0.0317,1.6736,0.0452,0
98.88,85.58,1,0.2777,0,0.2032,0.0296,3.8559,0.0022,0
52.48,74.54,1,0.2161,0,0.2321,0.0427,39.2151,0.6323,1
100.0,94.52,1,0.2426,0,0.2553,0.0112,2.2932,0.0211,0
100.0,97.66,1,0.2839,0,0.2806,0.0081,2.6436,0.0,0
97.69,92.85,1,0.2594,0,0.2615,0.0402,1.5565,0.0,0
97.79,91.32,1,0.2464,0,0.2083,0.0403,2.9472,0.0274,0
100.0,92.77,1,0.2258,0,0.2849,0.0364,2.4695,0.0381,0
99.24,90.61,1,0.2711,0,0.2948,0.007,2.1796,0.0207,0
100.0,93.02,1,0.225,0,0.2051,0.0449,2.279,0.0322,0
100.0,91.11,1,0.2664,0,0.2789,0.0199,3.7563,0.0,0
100.0,93.59,1,0.2844,0,0.2745,0.0178,2.6535,0.0,0
98.48,85.17,1,0.2435,0,0.2854,0.0074,2.0773,0.0004,0
97.12,93.04,1,0.2408,0,0.2314,0.0089,1.5018,0.0,0
100.0,85.07,1,0.2939,0,0.2549,0.0049,3.3475,0.0,0
98.81,90.45,1,0.212,0,0.2698,0.0267,2.8185,0.0,0
97.21,92.09,1,0.228,0,0.2291,0.0189,3.0861,0.0,0
98.6,93.33,1,0.2294,0,0.2008,0.0076,3.4582,0.0,0
98.39,96.61,1,0.2086,0,0.2854,0.0339,1.5071,0.0268,0
99.02,96.21,1,0.2072,0,0.2967,0.0163,3.3609,0.0,0
98.23,93.59,1,0.2749,0,0.2979,0.0338,1.8149,0.0073,0
100.0,96.86,1,0.2148,0,0.2237,0.04,2.4061,0.006,0
98.66,94.39,1,0.2329,0,0.2408,0.0314,3.93,0.0464,0
29.12,65.6,1,0.2983,0,0.2048,0.0005,2.4775,0.6556,1
99.97,88.62,1,0.2135,0,0.2854,0.0142,2.2792,0.0,0
100.0,91.79,1,0.259,0,0.2402,0.0013,3.8216,0.0487,0
28.88,67.69,0,0.7145,1,0.7259,1.071,1.6505,0.673,1
100.0,90.6,1,0.2955,0,0.2144,0.042,2.4022,0.0,0
97.19,92.26,1,0.2854,0,0.2377,0.0405,3.3981,0.0,0
100.0,94.56,1,0.2939,0,0.2765,0.0081,3.6273,0.0,0
100.0,91.01,1,0.2804,0,0.2237,0.0338,3.6839,0.0292,0
97.91,92.49,1,0.2218,0,0.2849,0.0439,2.8676,0.0217,0
100.0,89.12,1,0.2161,0,0.2867,0.0432,2.7371,0.0,0
100.0,88.52,1,0.215,0,0.2544,0.0402,2.8596,0.0,0
100.0,91.88,1,0.2252,0,0.2448,0.0121,2.4884,0.0191,0
97.02,87.09,1,0.2672,0,0.2619,0.0487,2.8629,0.0461,0
99.4,96.0,1,0.2585,0,0.2342,0.0359,2.2483,0.0,0
100.0,90.58,1,0.2824,0,0.2021,0.0348,2.1424,0.0238,0
98.73,89.82,1,0.2992,0,0.2672,0.0459,3.8274,0.0057,0
100.0,92.5,1,0.2805,0,0.2801,0.0172,2.2834,0.0295,0
100.0,91.49,1,0.2131,0,0.2608,0.0225,3.4385,0.0057,0
97.14,93.73,1,0.2047,0,0.2004,0.0218,1.5782,0.0,0
97.52,87.85,1,0.2189,0,0.264,0.0058,2.199,0.0,0
97.24,88.06,1,0.2588,0,0.2403,0.0144,2.7693,0.039,0
100.0,95.67,1,0.2709,0,0.2223,0.0352,3.0475,0.035,0
100.0,89.51,1,0.2878,0,0.227,0.002,3.7125,0.0076,0
100.0,97.09,1,0.2266,0,0.2882,0.0231,2.8333,0.0112,0
97.56,91.97,1,0.2149,0,0.269,0.0362,1.7105,0.0,0
98.04,95.53,1,0.2274,0,0.239,0.0368,2.009,0.0,0
98.27,96.53,1,0.2351,0,0.2285,0.0458,2.7965,0.0,0
53.35,54.15,0,0.7365,1,0.7495,3.672,1.6157,0.8309,1
100.0,95.77,1,0.2383,0,0.2878,0.0104,3.634,0.0,0
67.23,64.16,1,0.2559,0,0.2054,0.0385,44.3315,0.6381,1
99.49,90.74,1,0.2034,0,0.2511,0.0253,1.8514,0.0488,0
100.0,93.05,1,0.2917,0,0.2917,0.0407,2.9241,0.0203,0
100.0,91.12,1,0.2587,0,0.2473,0.011,1.8257,0.0456,0
77.52,53.02,1,0.2957,0,0.2822,0.0004,3.9442,0.6428,1
100.0,93.67,1,0.287,0,0.2242,0.014,2.5557,0.0,0
100.0,94.37,1,0.2583,0,0.2428,0.0091,1.5008,0.0384,0
100.0,87.35,1,0.2316,0,0.2934,0.0359,3.9394,0.0242,0
100.0,98.09,1,0.2586,0,0.2281,0.0251,1.9011,0.0,0
100.0,86.14,1,0.2819,0,0.2223,0.0187,2.687,0.0257,0
97.92,90.37,1,0.2268,0,0.2583,0.0039,3.0338,0.0,0
99.85,97.31,1,0.2679,0,0.2712,0.0107,2.4222,0.0,0
100.0,88.76,1,0.2316,0,0.2617,0.0464,2.2018,0.029,0
99.77,94.02,1,0.2968,0,0.2758,0.0103,3.3521,0.0388,0
99.76,97.37,1,0.2828,0,0.2926,0.029,2.9519,0.0331,0
100.0,98.77,1,0.258,0,0.248,0.041,3.6286,0.0,0
100.0,89.81,1,0.2564,0,0.2499,0.0146,3.0663,0.0101,0
100.0,88.21,1,0.2722,0,0.2444,0.0401,3.0408,0.0197,0
97.02,93.97,1,0.2728,0,0.273,0.0162,1.9083,0.0385,0
100.0,85.79,1,0.2006,0,0.2447,0.0288,3.019,0.0,0
100.0,98.64,1,0.21,0,0.2202,0.0141,3.7335,0.0085,0
100.0,97.46,1,0.2203,0,0.2579,0.0288,3.7318,0.0144,0
97.7,89.02,1,0.2399,0,0.212,0.0105,3.8053,0.0,0
100.0,97.8,1,0.2018,0,0.2927,0.0404,3.6067,0.0454,0
100.0,90.48,1,0.2551,0,0.2905,0.024,2.6277,0.0,0
100.0,87.67,1,0.2991,0,0.2996,0.0459,3.0026,0.043,0
99.27,92.31,1,0.2672,0,0.2648,0.0315,3.5985,0.0,0
98.86,95.4,1,0.2972,0,0.2738,0.0414,2.1593,0.0474,0
98.9,94.82,1,0.2587,0,0.2688,0.0425,3.8979,0.0332,0
97.07,85.57,1,0.2024,0,0.2862,0.0263,3.4236,0.0,0
100.0,95.75,1,0.2768,0,0.2288,0.0358,3.9083,0.0,0
100.0,92.37,1,0.2213,0,0.2424,0.0278,3.7698,0.0164,0
100.0,97.09,1,0.2237,0,0.2682,0.0011,3.569,0.0171,0
99.98,90.77,1,0.2358,0,0.2004,0.0359,2.3714,0.0,0
99.08,88.97,1,0.2662,0,0.2153,0.0497,1.6854,0.0,0
100.0,91.81,1,0.22,0,0.2499,0.0435,2.4092,0.0,0
98.92,93.34,1,0.2529,0,0.2104,0.0026,2.5896,0.0,0
99.12,93.2,1,0.2162,0,0.2502,0.0467,3.2978,0.0471,0
97.7,93.44,1,0.2496,0,0.2782,0.01,2.9655,0.021,0
100.0,94.58,1,0.2863,0,0.2737,0.0027,1.9866,0.0,0
99.81,96.27,1,0.2467,0,0.2224,0.0006,3.2272,0.0,0
100.0,92.43,1,0.283,0,0.2262,0.0211,1.6869,0.0139,0
97.5,87.73,1,0.247,0,0.2204,0.015,3.5931,0.0,0
100.0,91.38,1,0.2323,0,0.2911,0.0089,1.6303,0.0,0
100.0,91.86,1,0.279,0,0.2855,0.0043,3.497,0.0388,0
99.14,93.19,1,0.2642,0,0.2193,0.0179,2.9248,0.0087,0
98.51,91.34,1,0.297,0,0.2875,0.0114,3.8089,0.0,0
97.69,93.38,1,0.2615,0,0.2667,0.0319,3.8356,0.0,0
100.0,94.54,1,0.2916,0,0.2609,0.0188,1.8096,0.0,0
100.0,95.7,1,0.2029,0,0.2886,0.0225,2.3066,0.0505,0
100.0,92.93,1,0.2592,0,0.2714,0.0383,2.0884,0.0,0
100.0,98.6,1,0.2755,0,0.2572,0.0174,2.4466,0.0225,0
98.76,95.3,1,0.2983,0,0.2424,0.0083,2.199,0.0225,0
98.08,91.09,1,0.2009,0,0.2312,0.0147,3.2589,0.0142,0
98.92,90.87,1,0.2421,0,0.2272,0.034,2.0133,0.0,0
100.0,97.35,1,0.2391,0,0.2538,0.0059,2.2188,0.0,0
61.31,57.69,1,0.2951,0,0.2353,0.0328,1.5803,0.6442,1
100.0,91.91,1,0.2293,0,0.2012,0.0363,3.7712,0.0,0
97.66,87.97,1,0.2559,0,0.25,0.0322,1.7951,0.0,0
100.0,97.74,1,0.2592,0,0.2648,0.0182,1.852,0.0047,0
100.0,91.64,1,0.2595,0,0.2672,0.0327,3.5326,0.0467,0
100.0,95.59,1,0.2067,0,0.2663,0.0416,2.0671,0.0509,0
97.19,89.71,1,0.2628,0,0.2891,0.0158,3.1879,0.0,0
98.9,96.79,1,0.2488,0,0.2417,0.0134,2.8703,0.0364,0
100.0,95.31,1,0.2533,0,0.2999,0.0479,2.4112,0.0473,0
97.77,91.33,1,0.2219,0,0.2988,0.0446,2.6441,0.0,0
98.65,95.6,1,0.2234,0,0.2024,0.0135,2.1309,0.0046,0
99.25,92.66,1,0.2242,0,0.2726,0.0085,2.6647,0.0384,0
100.0,98.57,1,0.2338,0,0.2826,0.0212,2.2822,0.0,0
100.0,90.84,1,0.2647,0,0.244,0.0253,3.7534,0.0439,0
100.0,91.06,1,0.2733,0,0.2646,0.0084,3.9985,0.0,0
55.44,67.68,1,0.2125,0,0.2523,0.0012,1.9849,0.6141,1
100.0,96.9,1,0.2876,0,0.2185,0.0409,1.8308,0.0101,0
100.0,97.71,1,0.2035,0,0.2382,0.0462,1.6237,0.0087,0
97.8,87.28,1,0.2675,0,0.2929,0.0034,3.4315,0.0,0
98.82,92.15,1,0.2663,0,0.214,0.042,2.1426,0.0,0
97.25,98.25,1,0.2602,0,0.217,0.0221,3.3389,0.0033,0
98.42,88.29,1,0.2729,0,0.2249,0.0089,3.2251,0.0439,0
100.0,96.82,1,0.2729,0,0.287,0.0193,2.0739,0.043,0
100.0,89.95,1,0.2328,0,0.2831,0.0433,3.0886,0.0,0
98.04,89.45,1,0.2645,0,0.2507,0.0061,3.1127,0.0,0
99.04,91.67,1,0.2495,0,0.2847,0.0049,2.1748,0.0081,0
98.15,92.06,1,0.2101,0,0.2721,0.0483,3.4952,0.0324,0
100.0,96.6,1,0.292,0,0.2848,0.0147,2.6045,0.031,0
100.0,88.0,1,0.2246,0,0.2073,0.0431,3.817,0.0,0
97.63,93.14,1,0.2932,0,0.2833,0.0281,2.4757,0.0,0
99.37,76.62,1,0.2679,0,0.2144,0.012,3.7012,0.0,0
98.26,92.99,1,0.2858,0,0.2531,0.0148,3.5895,0.0,0
100.0,90.94,1,0.2119,0,0.2957,0.0206,3.0064,0.0,0
100.0,91.17,1,0.2505,0,0.278,0.0075,1.677,0.0228,0
100.0,95.5,1,0.2804,0,0.2781,0.0355,1.749,0.0,0
97.88,96.43,1,0.2434,0,0.2848,0.0209,2.3798,0.0,0
97.56,88.57,1,0.2123,0,0.2784,0.0445,3.2057,0.017,0
100.0,96.42,1,0.2838,0,0.2358,0.0458,2.7989,0.0,0
100.0,97.8,1,0.2942,0,0.2935,0.0457,3.0342,0.0,0
99.1,90.8,1,0.2776,0,0.2775,0.0325,2.8953,0.0278,0
100.0,95.78,1,0.2009,0,0.2024,0.0238,1.7243,0.0,0
52.15,60.23,1,0.246,0,0.2313,0.0042,1.9604,0.6228,1
100.0,84.65,1,0.2867,0,0.2928,0.0378,3.0275,0.0442,0
97.73,95.59,1,0.2945,0,0.2409,0.0045,2.3635,0.0,0
99.84,89.36,1,0.2992,0,0.2705,0.0091,2.3266,0.0,0
98.28,93.44,1,0.2233,0,0.2966,0.0421,1.7581,0.0,0
100.0,94.37,1,0.2772,0,0.2916,0.0427,3.5295,0.0,0
97.64,86.27,1,0.2255,0,0.2856,0.0217,2.2821,0.0,0
100.0,92.4,1,0.2412,0,0.2844,0.036,2.2925,0.0477,0
98.86,95.08,1,0.2904,0,0.2377,0.011,3.966,0.0,0
99.1,90.05,1,0.2571,0,0.2611,0.0448,1.9345,0.0,0
100.0,96.2,1,0.2828,0,0.2696,0.0327,3.58,0.0,0
56.74,60.71,1,0.2989,0,0.2968,0.0429,51.303,0.5711,1
100.0,94.99,1,0.2193,0,0.278,0.0196,2.1011,0.0249,0
40.13,57.35,0,0.7539,1,0.768,3.193,2.3259,0.7636,1
99.77,96.01,1,0.244,0,0.2512,0.0497,3.7051,0.0,0
97.15,91.86,1,0.2263,0,0.2443,0.0381,3.3194,0.0407,0
100.0,92.65,1,0.2684,0,0.2422,0.0083,3.1033,0.0,0
99.08,92.51,1,0.2698,0,0.2489,0.032,2.2742,0.0,0
97.08,90.54,1,0.2402,0,0.2239,0.0473,3.7359,0.0501,0
100.0,95.54,1,0.2057,0,0.28,0.0449,3.6586,0.0146,0
100.0,91.05,1,0.2791,0,0.2217,0.047,1.8533,0.0024,0
99.37,88.53,1,0.2526,0,0.2041,0.0055,3.4585,0.0174,0
60.33,65.93,1,0.2285,0,0.2069,0.0427,3.4798,0.5885,1
97.42,92.42,1,0.2748,0,0.2174,0.0446,3.8809,0.0315,0
100.0,89.76,1,0.2389,0,0.298,0.009,1.8754,0.0,0
97.79,94.98,1,0.2497,0,0.2546,0.0354,1.818,0.0,0
100.0,92.26,1,0.2331,0,0.2414,0.0346,3.8102,0.033,0
100.0,96.05,1,0.2187,0,0.2661,0.0344,1.8385,0.0,0
100.0,98.58,1,0.2771,0,0.2577,0.0286,3.6314,0.014,0
100.0,91.24,1,0.2966,0,0.2754,0.0119,3.3835,0.0,0
97.72,99.61,1,0.2932,0,0.2472,0.0054,2.3818,0.0,0
100.0,95.26,1,0.2675,0,0.2266,0.0123,2.3566,0.0,0
100.0,93.23,1,0.2452,0,0.2454,0.0457,1.7978,0.0431,0
99.08,92.52,1,0.2853,0,0.2033,0.0113,1.9325,0.0,0
100.0,92.02,1,0.2585,0,0.2331,0.0216,2.5975,0.0232,0
100.0,95.85,1,0.2793,0,0.2811,0.022,3.3143,0.0119,0
100.0,92.53,1,0.2243,0,0.2571,0.0462,2.9397,0.0,0
97.86,93.78,1,0.2276,0,0.2077,0.0058,2.8134,0.0223,0
98.24,92.87,1,0.298,0,0.2555,0.0239,2.5421,0.0,0
100.0,93.03,1,0.2927,0,0.2656,0.0405,2.5252,0.0,0
98.22,94.73,1,0.2531,0,0.2031,0.0031,3.0349,0.0125,0
97.54,94.21,1,0.2098,0,0.2585,0.0373,1.8634,0.0,0
100.0,88.62,1,0.2092,0,0.262,0.0047,3.5016,0.0339,0
97.89,95.88,1,0.2404,0,0.2602,0.0226,1.8863,0.0,0
99.91,95.07,1,0.2388,0,0.2847,0.0079,2.3394,0.0,0
32.71,51.76,1,0.2915,0,0.2506,0.0195,3.0947,0.6666,1
99.49,94.37,1,0.2475,0,0.2746,0.0019,3.2985,0.0071,0
100.0,93.85,1,0.2041,0,0.2817,0.0421,2.1373,0.0,0
98.43,91.77,1,0.25,0,0.2338,0.0067,2.1872,0.0128,0
100.0,95.56,1,0.293,0,0.2499,0.0094,2.8713,0.0109,0
100.0,100.0,1,0.2375,0,0.2946,0.0229,2.3949,0.0,0
65.42,65.46,1,0.2766,0,0.2979,0.001,3.5176,0.592,1
98.38,93.76,1,0.2413,0,0.2533,0.0461,3.4635,0.006,0
100.0,88.51,1,0.2482,0,0.2679,0.0207,3.0595,0.0,0
97.89,95.32,1,0.2315,0,0.2388,0.0265,2.2564,0.0,0
100.0,90.73,1,0.2106,0,0.2224,0.0435,2.0604,0.0,0
100.0,97.7,1,0.2586,0,0.224,0.0288,2.5746,0.0216,0
100.0,89.9,1,0.2044,0,0.2738,0.004,2.9957,0.0317,0
56.65,56.91,1,0.2922,0,0.2864,0.0402,1.8682,0.6069,1
100.0,94.21,1,0.283,0,0.2661,0.0458,2.2128,0.0,0
97.73,91.72,1,0.2276,0,0.2146,0.0404,3.2947,0.0,0
98.56,93.33,1,0.2437,0,0.2225,0.0095,1.7793,0.0059,0
55.05,68.37,1,0.2235,0,0.2477,0.0241,3.7888,0.6223,1
98.26,90.82,1,0.2972,0,0.2311,0.015,2.6124,0.0363,0
100.0,92.67,1,0.2471,0,0.2829,0.0299,2.3019,0.0,0
97.99,85.96,1,0.2032,0,0.2085,0.0419,1.7627,0.0,0
99.5,95.77,1,0.2666,0,0.2681,0.02,3.0117,0.0,0
100.0,92.92,1,0.2381,0,0.2681,0.0296,2.7966,0.0289,0
100.0,93.95,1,0.2312,0,0.2042,0.0005,2.6782,0.0,0
100.0,97.14,1,0.268,0,0.2544,0.0175,3.2054,0.0,0
100.0,91.25,1,0.2851,0,0.2439,0.0311,3.0469,0.0377,0
100.0,93.72,1,0.2001,0,0.2775,0.0495,3.5313,0.0049,0
97.33,90.23,1,0.2815,0,0.2851,0.0139,3.4069,0.0497,0
100.0,90.41,1,0.2672,0,0.2704,0.0087,1.7658,0.0071,0
97.44,92.34,1,0.2024,0,0.2744,0.0448,1.6693,0.0,0
99.58,92.94,1,0.2746,0,0.251,0.0281,1.5889,0.0306,0
100.0,97.52,1,0.2363,0,0.2824,0.0498,1.657,0.0225,0
97.76,91.42,1,0.2275,0,0.2123,0.0127,2.8195,0.0048,0
100.0,95.08,1,0.2741,0,0.2262,0.0098,1.5223,0.0327,0
97.29,92.38,1,0.2985,0,0.2137,0.0178,3.349,0.0315,0
97.6,88.25,1,0.205,0,0.298,0.0289,3.114,0.0,0
100.0,93.62,1,0.2224,0,0.2509,0.0038,2.5563,0.0158,0
97.83,85.61,1,0.2455,0,0.2332,0.0194,1.5769,0.0,0
99.16,90.97,1,0.2792,0,0.2031,0.0033,2.8057,0.04,0
97.73,87.53,1,0.2384,0,0.2624,0.0329,2.4326,0.0,0
97.66,95.35,1,0.2187,0,0.23,0.0172,3.137,0.0283,0
99.82,99.18,1,0.2755,0,0.2719,0.0485,2.4805,0.0,0
98.8,94.1,1,0.2496,0,0.2364,0.0052,1.8216,0.0,0
99.94,90.49,1,0.2882,0,0.2019,0.0447,3.1383,0.0,0
100.0,96.29,1,0.2185,0,0.2559,0.0013,2.3247,0.0133,0
100.0,100.0,1,0.2775,0,0.2076,0.0327,2.8857,0.0,0
100.0,93.0,1,0.2404,0,0.2085,0.0474,1.5167,0.0,0
99.52,91.57,1,0.234,0,0.2132,0.0354,3.9854,0.018,0
97.91,92.73,1,0.2578,0,0.2591,0.0015,3.403,0.0,0
100.0,100.0,1,0.2351,0,0.2843,0.0329,2.5685,0.0,0
100.0,93.61,1,0.2564,0,0.2634,0.0144,3.2945,0.0482,0
100.0,89.55,1,0.2761,0,0.2975,0.0365,1.8486,0.0483,0
98.08,97.43,1,0.2837,0,0.2851,0.0226,1.5395,0.0375,0
100.0,95.45,1,0.2383,0,0.2867,0.0309,2.4569,0.0,0
97.99,93.69,1,0.2065,0,0.211,0.0012,3.2621,0.0391,0
100.0,96.98,1,0.2612,0,0.2772,0.014,2.665,0.0224,0
99.67,98.84,1,0.2081,0,0.2082,0.0151,2.2615,0.0,0
100.0,90.6,1,0.264,0,0.2492,0.0224,1.6264,0.0,0
99.69,94.17,1,0.2356,0,0.2881,0.044,2.0119,0.0,0
98.91,93.48,1,0.2546,0,0.2227,0.0185,3.0919,0.0117,0
98.89,88.17,1,0.2944,0,0.2077,0.0352,3.0113,0.0,0
100.0,93.64,1,0.284,0,0.2726,0.0178,1.5604,0.0,0
100.0,87.4,1,0.2958,0,0.262,0.01,3.4831,0.0071,0
100.0,94.76,1,0.2522,0,0.295,0.0231,2.8166,0.0468,0
100.0,92.32,1,0.2701,0,0.2897,0.0122,1.5375,0.0475,0
98.27,88.6,1,0.295,0,0.2304,0.0026,2.9699,0.0,0
100.0,92.99,1,0.2454,0,0.2835,0.0107,3.4144,0.0,0
100.0,93.76,1,0.2415,0,0.2485,0.0041,3.8708,0.0,0
100.0,90.34,1,0.2968,0,0.2719,0.0024,3.3477,0.0012,0
99.11,87.16,1,0.2061,0,0.2035,0.0369,1.8446,0.0298,0
99.23,95.31,1,0.2288,0,0.253,0.0348,2.0045,0.0,0
98.13,94.32,1,0.2681,0,0.2338,0.0077,3.8034,0.0172,0
100.0,92.21,1,0.2517,0,0.2754,0.002,2.5473,0.0066,0
100.0,90.41,1,0.2723,0,0.2102,0.0012,1.876,0.0011,0
100.0,91.15,1,0.2351,0,0.2764,0.0366,1.5996,0.0331,0
99.65,91.77,1,0.2716,0,0.2747,0.0212,1.5425,0.0061,0
100.0,87.51,1,0.204,0,0.2432,0.0215,3.1308,0.0,0
100.0,94.67,1,0.2108,0,0.2541,0.0032,1.9161,0.0481,0
99.86,87.71,1,0.2471,0,0.2446,0.0401,3.7585,0.0019,0
97.35,89.11,1,0.2243,0,0.2332,0.0146,2.6215,0.0484,0
100.0,95.31,1,0.2729,0,0.29,0.021,3.1849,0.0105,0
100.0,92.79,1,0.2244,0,0.2814,0.0221,1.891,0.0264,0
58.28,62.05,1,0.2689,0,0.2303,0.0441,1.7476,0.6179,1
100.0,89.35,1,0.299,0,0.2144,0.0417,1.5399,0.0125,0
100.0,90.43,1,0.2306,0,0.2982,0.0164,2.9811,0.0054,0
100.0,87.31,1,0.2973,0,0.2318,0.0037,1.7997,0.0228,0
100.0,94.97,1,0.259,0,0.2993,0.0279,1.5369,0.0312,0
67.93,66.43,1,0.2546,0,0.2594,0.0137,3.9104,0.7202,1
99.02,93.41,1,0.2448,0,0.2438,0.0154,3.9085,0.0,0
100.0,96.55,1,0.2754,0,0.2534,0.0441,2.8196,0.0,0
100.0,99.36,1,0.2669,0,0.2458,0.0368,1.5899,0.0,0
97.45,87.74,1,0.2794,0,0.2732,0.0195,3.2181,0.0243,0
100.0,96.72,1,0.2259,0,0.257,0.0324,2.1209,0.0,0
100.0,93.68,1,0.2533,0,0.2737,0.0096,1.7228,0.0239,0
100.0,94.78,1,0.2882,0,0.2156,0.0334,2.5242,0.0,0
99.15,96.16,1,0.2443,0,0.2449,0.0031,3.3602,0.0137,0
100.0,93.79,1,0.2569,0,0.2006,0.0328,2.4303,0.0,0
79.18,65.52,1,0.2206,0,0.2793,0.0443,2.0138,0.5749,1
100.0,94.48,1,0.2689,0,0.2649,0.029,3.969,0.0,0
100.0,88.47,1,0.2223,0,0.2175,0.017,2.3329,0.0,0
44.35,73.53,0,0.7568,1,0.7771,2.342,3.0416,0.7813,1
98.41,85.36,1,0.2092,0,0.2036,0.0166,2.3229,0.0,0
100.0,96.71,1,0.2593,0,0.2681,0.0146,3.4984,0.028,0
100.0,96.21,1,0.278,0,0.272,0.0002,1.8781,0.0386,0
99.69,93.8,1,0.2378,0,0.2026,0.0126,3.8672,0.0264,0
98.09,95.63,1,0.2741,0,0.2447,0.0447,3.0564,0.0,0
99.11,96.35,1,0.233,0,0.247,0.009,2.6054,0.0,0
100.0,92.91,1,0.2663,0,0.2483,0.0317,1.9655,0.0282,0
99.45,92.86,1,0.2672,0,0.2401,0.0307,3.5173,0.0,0
100.0,90.11,1,0.267,0,0.2247,0.0113,3.3023,0.022,0
98.12,91.97,1,0.27,0,0.2391,0.0386,3.1836,0.0458,0
99.52,89.38,1,0.2096,0,0.26,0.022,2.8859,0.0155,0
97.53,94.66,1,0.2705,0,0.2928,0.0399,3.4964,0.0189,0
98.94,91.66,1,0.2975,0,0.263,0.0006,3.5711,0.0,0
100.0,90.3,1,0.249,0,0.2301,0.0074,3.0597,0.0,0
98.02,93.03,1,0.2276,0,0.2624,0.0188,3.4202,0.0,0
100.0,97.28,1,0.2446,0,0.2004,0.0238,2.589,0.0261,0
100.0,99.78,1,0.2875,0,0.2122,0.0273,3.6274,0.029,0
98.52,97.25,1,0.2636,0,0.2206,0.0394,2.9526,0.0025,0
99.57,89.65,1,0.283,0,0.2909,0.0452,2.2343,0.0,0
